256	3920	-2
48	1706	2
33	3611	0
2	1625	0
19	2947	3
182	3667	3
106	325	3
112	1404	1
194	2023	-1
42	663	-1
57	212	2
7	1208	1
42	3541	0
122	341	0
165	1480	2
42	1840	1
125	2484	0
94	855	1
37	272	-1
80	3745	-2
75	3220	-1
85	3092	1
44	1234	2
113	3809	2
119	438	1
21	2030	1
3	2625	3
57	317	2
27	1831	2
3	939	3
32	3753	-1
58	912	1
39	1317	0
16	2243	-2
25	242	-1
18	3786	3
2	1251	1
7	1620	1
25	3137	0
49	3373	1
23	852	1
19	274	3
257	3471	0
233	1851	3
24	1836	1
81	933	0
97	4061	2
57	3971	2
2	2553	0
48	3604	2
159	1585	2
217	1177	0
97	2423	2
103	2440	2
111	1842	2
49	2354	0
10	2743	3
57	2525	0
30	2166	2
50	3940	3
74	1009	0
42	2516	-1
122	2358	3
83	323	2
25	3541	1
74	79	0
104	3473	-1
172	2248	3
28	3889	2
65	1075	0
131	3890	2
125	690	3
174	2023	2
14	2193	1
104	2980	-2
15	382	1
85	1045	-2
75	3703	-2
29	1486	1
52	292	1
224	430	2
44	743	1
82	1245	1
90	1655	0
61	3293	1
75	913	2
192	1815	3
22	131	0
95	3282	2
48	3095	1
36	1071	1
102	3950	3
43	600	0
90	1198	1
155	3302	0
97	3681	2
23	1295	-2
275	1769	1
7	2444	1
23	1430	0
63	976	3
290	1360	0
7	4000	1
103	4010	3
56	2736	3
23	1780	0
146	4074	3
251	1231	0
97	484	2
105	88	3
119	3901	1
39	1808	0
33	3325	0
10	585	3
36	616	2
16	528	3
215	1898	2
226	1892	-2
158	3694	2
198	3530	1
32	2327	3
5	4018	1
192	1044	3
42	2576	1
9	2217	3
18	3578	1
36	1606	2
23	3035	2
59	743	0
27	2882	1
66	2453	3
36	430	1
39	762	-1
71	1994	-2
151	198	1
210	3134	-1
21	2962	0
89	4007	1
114	3042	1
45	169	0
26	2090	-1
37	519	2
4	902	3
44	1940	1
4	3300	2
261	1222	3
165	2813	3
59	3999	1
57	125	3
64	493	0
19	1966	2
24	566	1
49	2644	-1
147	1427	0
300	2749	0
97	1597	2
57	1163	0
42	163	2
189	2023	-2
48	2724	0
105	821	1
92	841	3
32	3953	0
32	260	2
24	907	0
2	3616	0
103	1080	-1
2	868	1
146	3365	2
27	2221	1
98	414	1
9	3668	3
97	1682	2
274	2668	0
42	1518	1
2	3450	-1
9	3768	1
302	2260	2
22	176	0
200	1222	2
29	464	0
118	3321	-1
211	1309	-1
15	451	1
130	3890	1
5	2561	1
7	2337	1
45	699	0
146	1707	-1
5	198	1
155	1255	-1
47	4051	2
174	393	2
125	848	-1
83	765	3
3	276	3
3	116	3
15	3769	3
125	2954	2
198	1721	3
218	3196	3
32	1016	1
14	4021	2
72	1991	-3
58	4045	3
0	942	3
2	1912	0
39	3024	3
300	973	0
37	2041	2
23	2617	0
105	2559	0
58	3396	1
7	3811	2
37	3698	0
81	456	0
147	2849	0
8	1463	0
5	2795	1
75	2760	1
251	3184	-1
63	3422	2
39	3617	-1
5	494	1
194	2264	2
77	3347	0
97	3774	2
0	1776	-2
44	2187	-3
2	2953	0
81	1394	-2
16	2555	2
19	3330	-2
2	2597	0
42	398	-2
104	179	1
32	2382	1
37	537	-1
100	1196	3
191	3095	3
293	3205	2
104	3231	-2
159	357	1
24	551	2
260	1903	1
287	3667	1
210	3920	2
25	1994	0
146	2633	-1
57	3692	1
33	3990	0
48	190	2
48	3907	1
5	362	1
104	3000	1
60	529	2
24	1926	0
217	184	2
98	2635	1
17	2869	2
166	3745	-3
108	2268	3
102	56	-3
36	2960	2
97	3474	2
17	3852	1
28	2845	3
130	721	1
23	151	2
90	3646	1
80	1535	1
13	1577	3
21	1152	2
32	1322	0
23	2099	-1
66	1316	2
90	2521	2
97	521	2
34	2589	-1
9	946	3
32	961	3
112	3246	2
25	291	0
0	2799	-2
6	1413	-3
97	1952	2
5	3073	0
138	3540	2
16	2157	2
107	1294	0
19	2385	-1
140	653	1
49	1552	1
125	2521	2
14	227	-1
18	3396	-3
5	3147	0
2	561	0
166	3137	0
4	1070	2
19	509	2
32	3372	3
3	2109	3
129	2610	0
174	924	2
125	517	2
83	2008	3
5	3021	1
23	180	0
5	885	1
45	655	0
97	3986	2
144	2169	3
26	431	2
6	1014	2
122	3509	2
58	3344	-3
42	3735	-2
75	1812	-2
5	1693	-2
119	1189	0
116	837	2
104	1138	1
23	1912	0
26	3766	2
192	2241	-1
159	3122	0
7	3753	2
56	54	2
98	1673	1
50	1811	2
14	4093	1
58	3517	1
42	2389	2
17	229	1
144	1222	3
7	556	1
32	1041	0
7	3522	1
44	1839	1
83	3085	-2
7	2891	2
42	1336	-1
24	1049	0
118	2015	-3
62	1233	1
14	2843	3
28	2407	-2
47	3985	2
57	918	1
23	551	2
236	1210	1
3	881	1
106	3530	1
4	132	1
50	3713	2
60	3904	2
211	3840	-2
0	4005	3
78	78	2
48	272	1
56	411	2
25	2882	-2
230	1527	1
13	805	3
