0,canvas
1,oil
2,panel
3,tempera
4,chalk
5,cardboard
6,pencil
7,wood
8,magna
9,gouache
10,paper
11,fresco
12,watercolor
13,ink
14,parchment
15,woodcut
16,acrylic
17,crayon
18,spray paint
19,wall
20,pastel
21,board
22,lithography
23,poplar
24,plaster
25,silkscreen
26,enamel
27,charcoal
28,mixed technique
29,collage
30,etching
31,engraving
32,silk
33,whitewash
34,masking tape
35,gold
36,oak
37,aquatint
38,linen
39,card
40,polymer paint
41,fluorescent paint
42,sand
43,aluminium
44,burlap
45,mixed media
46,screenprint
47,clay
48,masonite
49,graphite
50,pen
51,mezzotint
