0,Norwegian expatriates in France
1,Norwegian portrait painters
2,1855 births
3,Officiers of the Légion d'honneur
4,Norwegian male painters
5,20th-century male artists
6,1930 deaths
7,20th-century Norwegian painters
8,Norwegian landscape painters
9,People from Frogn
10,19th-century Norwegian painters
11,People from Oslo
12,19th-century male artists
13,Pierre-Auguste Renoir
14,French people of the Franco-Prussian War
15,19th-century French painters
16,Chevaliers of the Légion d'honneur
17,1841 births
18,People of Montmartre
19,1919 deaths
20,People from Limoges
21,20th-century French painters
22,Alumni of the École des Beaux-Arts
23,French male painters
24,French Impressionist painters
25,French portrait painters
26,Members of the Ligue de la patrie française
27,Commandeurs of the Légion d'honneur
28,Jewish emigrants from Nazi Germany to the United States
29,American people of German-Jewish descent
30,Feminist artists
31,Art Students League of New York faculty
32,Jewish American artists
33,1970 deaths
34,People from Manhattan
35,High School of Art and Design alumni
36,1936 births
37,American women sculptors
38,Sculptors from New York (state)
39,Yale School of Art alumni
40,20th-century American women artists
41,"People from Washington Heights, Manhattan"
42,Jewish women sculptors
43,Modern artists
44,Art Students League of New York alumni
45,Postminimalist artists
46,20th-century American sculptors
47,Cooper Union alumni
48,Deaths from brain tumor
49,Artists from New York City
50,Italian beatified people
51,Painters from Venice
52,Catholic painters
53,Fresco painters
54,Italian male painters
55,1395 births
56,1455 deaths
57,14th-century venerated Christians
58,15th-century Italian painters
59,Burials at Santa Maria sopra Minerva
60,Quattrocento painters
61,Painters from Tuscany
62,15th-century venerated Christians
63,15th-century people of the Republic of Florence
64,Beatifications by Pope John Paul II
65,Italian Dominicans
66,15th-century Italian Roman Catholic priests
67,Italian Renaissance painters
68,Dominican beatified people
69,20th-century Italian painters
70,1888 births
71,20th-century American painters
72,"Artists from Providence, Rhode Island"
73,1912 births
74,1998 deaths
75,American sculptors
76,British Army personnel of World War II
77,Disease-related deaths in Lombardy
78,American Field Service personnel of World War II
79,Abstract painters
80,American male painters
81,Dutch Roman Catholics
82,Dutch surrealist artists
83,People from 's-Hertogenbosch
84,Dutch caricaturists
85,16th-century Dutch painters
86,Christian artists
87,Mythological painters
88,Early Netherlandish painters
89,Dutch erotic artists
90,Dutch draughtsmen
91,1516 deaths
92,1450s births
93,Hieronymus Bosch
94,Renaissance painters
95,Deaths from cholera
96,People from Covent Garden
97,19th-century English painters
98,Royal Academicians
99,English romantic painters
100,1851 deaths
101,18th-century English painters
102,British marine artists
103,Burials at St Paul's Cathedral
104,English printmakers
105,Tate galleries
106,English watercolourists
107,1775 births
108,English landscape painters
109,British landscape painters
110,Rother Valley artists
111,English male painters
112,J. M. W. Turner
113,Abstract expressionist artists
114,American people of Greek descent
115,1963 deaths
116,Artists from New York (state)
117,American surrealist artists
118,Federal Art Project artists
119,Brooklyn Museum Art School faculty
120,Artists from Pittsburgh
121,New York University faculty
122,Modern painters
123,Hunter College faculty
124,Artists from Leiden
125,Peter Paul Rubens
126,Members of the Antwerp Guild of Saint Luke
127,Flemish Mannerist painters
128,1629 deaths
129,Flemish Renaissance humanists
130,Dutch male painters
131,1550s births
132,Flemish Baroque painters
133,Court painters
134,Dutch Golden Age painters
135,German engravers
136,15th-century German painters
137,People from Colmar
138,Painters from Alsace
139,Gothic painters
140,German draughtsmen
141,1491 deaths
142,Catholic draughtsmen
143,Leipzig University alumni
144,15th-century engravers
145,Catholic engravers
146,Alsatian-German people
147,15th-century painters
148,Rogier van der Weyden
149,Burials at the Cathedral of St. Michael and St. Gudula
150,Artists from Tournai
151,1400s births
152,1464 deaths
153,Arts in the court of Philip the Good
154,1900 births
155,Recipients of the Order of Orange-Nassau
156,Artists from Amsterdam
157,Magic realist artists
158,20th-century Dutch painters
159,1983 deaths
160,1879 deaths
161,1800 births
162,19th-century Russian painters
163,Russian male painters
164,Artists from Liverpool
165,English enamellers
166,1806 deaths
167,19th-century enamellers
168,Associates of the Royal Academy
169,1724 births
170,Equine artists
171,18th-century enamellers
172,Italian Baroque painters
173,Capuchins
174,Painters from Genoa
175,1580s births
176,16th-century Italian painters
177,1644 deaths
178,17th-century Italian painters
179,Burials at Bellu Cemetery
180,19th-century deaths from tuberculosis
181,Alumni of the Académie Julian
182,Members of the Romanian Academy elected posthumously
183,19th-century Romanian painters
184,Tuberculosis deaths in Romania
185,Gheorghe Lazăr National College (Bucharest) alumni
186,Artists from Bucharest
187,Romanian expatriates in France
188,1882 deaths
189,1850 births
190,1985 deaths
191,French contemporary artists
192,Ceramics decorators
193,Commandeurs of the Ordre des Arts et des Lettres
194,Art Informel and Tachisme painters
195,1905 births
196,1878 deaths
197,Tuberculosis deaths in Greece
198,Munich School
199,19th-century Greek painters
200,1852 births
201,Greek artists
202,African-American printmakers
203,21st-century American painters
204,African-American painters
205,African-American contemporary artists
206,University of Louisville alumni
