953,0
933,0
98,0
166,0
794,0
57,0
283,0
100,0
106,0
623,0
493,0
130,0
111,0
614,0
83,0
352,0
115,0
168,0
471,0
58,0
458,0
284,0
63,0
850,1
443,1
313,1
337,1
41,2
221,2
44,2
179,2
95,2
49,2
872,3
132,3
539,3
998,4
948,4
504,4
164,4
666,4
17,4
85,4
311,4
5,4
519,4
268,4
96,4
327,4
641,4
382,4
594,4
89,5
40,5
183,5
34,5
960,6
920,6
831,6
734,6
33,6
776,6
521,6
104,6
53,6
781,6
218,6
23,6
101,6
973,7
922,7
879,7
870,7
850,7
276,7
25,7
650,7
310,7
163,7
254,7
445,7
434,7
287,7
264,7
475,7
379,7
261,7
355,7
739,7
262,7
154,7
489,7
256,7
251,7
273,7
509,7
286,7
313,7
703,7
563,7
460,7
278,7
107,7
528,7
282,7
308,7
578,7
413,7
383,7
228,7
162,7
600,7
270,7
260,7
478,7
301,7
626,8
502,8
345,9
506,9
363,9
266,9
360,9
339,9
251,10
289,10
479,11
278,11
383,11
478,11
834,12
388,12
356,12
146,12
376,12
437,12
391,12
391,13
880,14
279,14
401,14
566,14
399,14
489,14
384,14
297,14
509,14
375,14
397,14
10,14
113,14
416,14
72,14
803,15
30,15
534,15
210,15
55,15
6,15
135,15
0,15
524,16
851,17
591,17
15,17
804,17
7,17
244,17
122,17
43,17
516,17
524,17
214,18
998,19
85,19
311,19
145,19
553,19
368,19
500,19
377,19
497,19
360,19
385,19
47,19
96,19
67,19
32,19
703,19
146,19
94,19
51,19
471,19
382,19
222,19
929,20
381,20
797,20
416,20
458,21
458,22
118,23
458,23
962,24
905,24
857,24
87,24
230,24
64,24
38,24
772,24
80,24
207,24
147,24
62,24
767,24
435,25
486,26
457,26
409,26
362,26
377,26
327,26
32,26
59,26
94,26
471,26
435,26
89,27
40,27
76,27
164,28
306,28
307,28
129,29
62,29
933,30
526,30
479,30
277,30
59,30
278,30
321,30
286,31
162,31
956,32
475,32
641,32
162,32
907,33
48,33
552,33
162,33
998,34
933,34
425,34
91,34
298,34
17,34
368,34
82,34
133,34
605,34
441,34
47,34
2,34
327,34
140,34
258,34
369,34
66,34
128,34
236,34
998,35
956,35
922,35
910,35
616,35
370,35
86,35
638,35
12,35
265,35
287,35
269,35
366,35
262,35
96,35
327,35
67,35
641,35
253,35
66,35
296,35
109,35
229,35
1006,36
998,36
945,36
500,36
277,36
343,36
146,36
501,36
434,37
228,37
820,38
704,38
699,38
154,38
703,38
698,38
697,38
526,39
251,39
383,39
255,40
278,40
383,40
998,41
86,41
132,41
96,41
369,41
296,41
109,41
311,42
312,42
109,42
998,43
137,43
486,43
75,43
428,43
22,43
362,43
271,43
50,43
574,43
327,43
59,43
94,43
24,43
560,43
471,43
382,43
413,44
1000,45
979,45
960,45
629,45
153,45
66,46
356,47
81,47
471,47
471,48
471,49
998,50
855,50
22,50
24,50
471,50
829,51
22,51
471,51
998,52
827,52
75,52
330,52
471,52
85,53
377,53
161,53
146,53
471,53
471,54
471,55
998,56
930,56
827,56
137,56
20,56
106,56
2,56
336,56
471,56
953,57
71,57
774,57
119,57
97,57
298,57
26,57
102,57
656,57
268,57
60,57
81,57
45,57
614,57
441,57
343,57
83,57
239,57
336,57
35,57
93,57
471,57
24,58
850,59
325,59
650,59
163,59
261,59
320,59
355,59
154,59
489,59
256,59
251,59
273,59
313,59
278,59
107,59
308,59
316,59
150,60
369,60
743,61
79,61
456,61
392,62
392,63
948,64
879,64
850,64
325,64
345,64
526,64
261,64
320,64
266,64
154,64
360,64
273,64
313,64
278,64
308,64
139,65
159,66
138,66
94,66
85,67
94,67
210,68
6,68
278,69
528,69
98,70
134,70
71,70
131,70
152,70
74,70
142,70
35,70
950,71
880,71
164,71
380,71
279,71
692,71
679,71
828,72
365,72
679,72
641,73
428,74
641,74
776,75
641,75
103,76
653,76
88,76
408,76
73,76
146,77
146,78
278,79
278,80
480,81
273,81
460,81
143,82
179,83
292,84
161,85
703,85
336,86
541,87
199,88
365,89
402,89
249,89
327,90
106,91
327,91
570,92
829,93
343,93
330,94
294,94
344,94
360,95
445,96
553,96
360,96
326,97
958,98
950,98
919,98
894,98
880,98
828,98
618,98
526,98
572,98
489,98
872,99
489,99
266,100
271,101
377,101
161,101
368,102
191,102
645,103
617,103
500,103
172,104
562,104
779,105
491,106
271,107
368,108
368,109
368,110
5,111
132,111
132,112
114,113
79,114
13,115
159,116
872,117
365,117
74,118
736,119
736,120
283,121
526,122
150,123
204,124
692,125
618,126
445,127
445,128
64,129
102,130
747,131
310,132
330,133
164,134
39,135
506,136
8,137
650,138
134,139
766,140
98,141
816,142
820,143
829,144
830,145
831,146
853,147
853,148
855,149
855,150
861,151
863,152
872,153
904,154
904,155
907,156
910,157
910,158
922,159
956,160
985,161
998,162
998,163
998,164
998,165
998,166
