2	1669	1
2	1669	1
2	1669	1
2	3341	1
2	3871	1
2	3871	1
2	290	1
2	290	1
2	467	1
2	467	1
2	467	1
2	2405	1
2	1468	1
2	3676	1
2	2698	1
2	3021	1
2	3753	1
2	3753	1
2	3835	1
2	3835	1
2	2873	1
2	2873	1
2	1841	1
2	1841	1
2	567	1
2	567	1
2	1350	1
2	2499	1
2	2499	1
2	2499	1
2	2499	1
2	1403	1
2	1403	1
2	2302	1
2	2302	1
2	1384	1
2	782	1
2	3535	1
2	3332	1
2	2234	1
2	2234	1
2	596	1
2	596	1
2	161	1
2	3188	1
2	1149	1
2	4017	1
2	4017	1
2	57	1
2	57	1
2	3443	1
2	2603	1
2	2619	1
2	2619	1
2	2619	1
2	375	1
2	2537	1
2	3405	1
2	3405	1
2	154	1
2	154	1
2	3662	1
2	1597	1
2	1597	1
2	342	1
2	966	1
2	966	1
2	966	1
2	1796	1
2	865	1
2	3391	1
2	3391	1
2	3611	1
2	3611	1
2	3684	1
2	1527	1
2	1527	1
2	1527	1
2	1527	1
2	1527	1
2	3100	1
2	1041	1
2	2189	1
2	2073	1
2	2570	1
2	2570	1
2	1946	1
2	3290	1
2	811	1
2	811	1
2	118	1
2	538	1
2	538	1
2	825	1
2	560	1
2	304	1
2	3549	1
2	418	1
2	2070	1
2	3274	1
2	576	1
2	3029	1
2	3029	1
2	2266	1
2	2266	1
2	3652	1
2	3420	1
2	2477	1
2	4052	1
2	721	1
2	1981	1
2	123	1
2	85	1
2	3915	1
70	3237	1
70	3237	1
70	2884	1
70	3472	1
70	2929	1
70	2264	1
13	2606	1
13	2606	1
13	2606	1
13	2606	1
13	550	1
13	550	1
13	3803	1
13	3803	1
13	2280	1
13	2280	1
13	3005	1
13	1477	1
13	3289	1
13	3289	1
13	2393	1
13	3107	1
13	3107	1
13	3107	1
13	6	1
13	3930	1
13	2466	1
13	2466	1
13	1373	1
13	1532	1
13	2875	1
13	3663	1
13	184	1
13	4110	1
13	3398	1
13	484	1
13	1318	1
13	968	1
13	3977	1
13	3977	1
13	3358	1
13	3358	1
13	1821	1
13	1821	1
13	1850	1
13	2103	1
13	2147	1
13	462	1
13	462	1
13	2412	1
13	2412	1
13	759	1
13	2948	1
13	601	1
13	2260	1
13	2946	1
13	2561	1
13	3264	1
55	3293	1
55	2607	1
55	2607	1
55	1504	1
55	1504	1
55	2916	1
55	804	1
55	2879	1
55	1578	1
55	188	1
55	3307	1
55	1254	1
55	1254	1
55	1254	1
55	1624	1
55	20	1
55	2982	1
55	2982	1
55	3423	1
55	3091	1
55	951	1
55	3831	1
55	4086	1
55	1132	1
55	1132	1
55	24	1
55	2986	1
55	2986	1
55	996	1
55	996	1
55	3213	1
55	1990	1
55	1990	1
55	1990	1
55	482	1
55	482	1
55	1111	1
55	3780	1
55	3780	1
55	406	1
55	1931	1
55	4020	1
55	3611	1
55	601	1
55	2451	1
55	3112	1
23	956	1
23	956	1
23	349	1
23	349	1
23	349	1
23	349	1
23	349	1
23	800	1
23	800	1
23	800	1
23	813	1
23	813	1
23	2486	1
23	2486	1
23	2486	1
23	284	1
23	284	1
23	3228	1
23	3228	1
23	3228	1
23	3228	1
23	612	1
23	612	1
23	612	1
23	3900	1
23	3900	1
23	3900	1
23	136	1
23	652	1
23	652	1
23	2325	1
23	2325	1
23	2325	1
23	2304	1
23	2304	1
23	2245	1
23	2245	1
23	393	1
23	2555	1
23	325	1
23	325	1
23	3881	1
23	1349	1
23	1349	1
23	601	1
23	2347	1
23	1225	1
23	1225	1
23	2173	1
23	2173	1
23	1401	1
23	3485	1
23	3485	1
23	3485	1
23	529	1
23	1342	1
23	2142	1
23	2142	1
23	2142	1
23	3349	1
23	3349	1
23	3349	1
23	1910	1
23	1556	1
23	1556	1
23	2430	1
23	2430	1
23	1989	1
23	1989	1
23	1744	1
23	1744	1
23	2843	1
23	3281	1
23	1977	1
23	1977	1
23	1977	1
23	3301	1
23	2531	1
23	3704	1
23	3704	1
23	867	1
23	2867	1
23	953	1
23	953	1
