2713,0
2679,0
699,0
516,0
304,0
46,0
0,0
1792,1
1,1
2823,2
2672,2
2481,2
2479,2
2395,2
1968,2
1962,2
1204,2
999,2
998,2
875,2
871,2
868,2
803,2
794,2
793,2
764,2
689,2
598,2
549,2
509,2
506,2
370,2
325,2
261,2
217,2
147,2
120,2
112,2
105,2
54,2
21,2
2,2
11,3
10,3
9,3
7,3
2830,4
1969,4
873,4
859,4
742,4
731,4
714,4
685,4
682,4
638,4
532,4
419,4
418,4
407,4
406,4
405,4
374,4
358,4
330,4
317,4
309,4
297,4
247,4
168,4
161,4
87,4
38,4
37,4
13,4
12,4
8,4
2647,5
569,5
240,5
203,5
14,5
1829,6
384,6
94,6
15,6
605,7
17,7
16,7
1821,8
1800,8
1301,8
1240,8
1161,8
1139,8
1113,8
1075,8
1074,8
1057,8
1046,8
1031,8
1026,8
662,8
660,8
659,8
619,8
463,8
462,8
393,8
351,8
332,8
320,8
313,8
291,8
221,8
144,8
80,8
18,8
766,9
751,9
430,9
328,9
219,9
104,9
23,9
901,10
872,10
861,10
860,10
858,10
854,10
851,10
844,10
732,10
576,10
528,10
525,10
453,10
379,10
159,10
25,10
26,11
1679,12
1589,12
1569,12
970,12
969,12
916,12
900,12
862,12
836,12
821,12
808,12
780,12
707,12
648,12
622,12
281,12
274,12
263,12
172,12
109,12
59,12
28,12
29,13
2839,14
1360,14
399,14
31,14
1550,15
2583,15
2265,15
1820,15
1819,15
1765,15
1764,15
1763,15
1665,15
1664,15
32,15
84,15
397,15
449,15
461,15
668,15
1016,15
1017,15
1060,15
1155,15
1156,15
1159,15
1162,15
1171,15
1172,15
1173,15
1259,15
1288,15
1289,15
1290,15
1293,15
1306,15
1307,15
1308,15
1309,15
1310,15
1311,15
1315,15
1317,15
1318,15
1319,15
1339,15
1341,15
1389,15
1432,15
1433,15
1434,15
1445,15
1446,15
1450,15
1455,15
1456,15
1491,15
1495,15
1513,15
1514,15
1515,15
1516,15
1546,15
1548,15
531,16
245,16
96,16
78,16
33,16
1930,17
846,17
717,17
414,17
164,17
160,17
36,17
35,17
34,17
1681,18
845,18
734,18
543,18
535,18
43,18
735,19
357,19
165,19
45,19
329,20
47,20
984,21
48,21
2027,22
840,22
700,22
698,22
697,22
432,22
412,22
324,22
267,22
155,22
124,22
53,22
2623,23
616,23
60,23
58,23
1350,24
1347,24
977,24
975,24
915,24
894,24
891,24
890,24
888,24
886,24
838,24
835,24
834,24
757,24
756,24
754,24
753,24
711,24
706,24
640,24
639,24
634,24
633,24
632,24
630,24
589,24
560,24
457,24
445,24
444,24
428,24
347,24
346,24
345,24
344,24
343,24
342,24
341,24
334,24
256,24
255,24
254,24
222,24
142,24
141,24
140,24
73,24
61,24
2340,25
1227,25
63,25
62,25
1000,26
839,26
455,26
66,26
67,27
1371,28
738,28
737,28
611,28
557,28
515,28
493,28
389,28
387,28
349,28
285,28
283,28
282,28
279,28
278,28
253,28
252,28
250,28
242,28
102,28
101,28
100,28
99,28
98,28
93,28
79,28
77,28
69,28
2865,29
1061,29
71,29
564,30
293,30
72,30
74,31
81,32
1287,33
1282,33
1281,33
1280,33
1174,33
1003,33
1002,33
636,33
82,33
1698,34
1007,34
933,34
85,34
197,35
86,35
646,36
88,36
89,37
1486,38
90,38
2877,39
1712,39
1608,39
1487,39
1001,39
997,39
971,39
767,39
719,39
718,39
691,39
687,39
512,39
508,39
362,39
303,39
268,39
91,39
615,40
612,40
92,40
97,41
110,42
2862,43
133,43
111,43
179,44
116,44
114,44
113,44
115,45
651,46
402,46
117,46
118,47
119,48
2241,49
1971,49
1521,49
1430,49
1190,49
1189,49
1112,49
1078,49
1073,49
1068,49
586,49
333,49
121,49
824,50
790,50
762,50
730,50
716,50
686,50
683,50
533,50
266,50
218,50
157,50
137,50
136,50
132,50
129,50
125,50
123,50
122,50
128,51
130,52
131,53
139,54
134,54
135,55
2297,56
163,56
138,56
149,57
152,58
832,59
830,59
828,59
649,59
559,59
153,59
826,60
814,60
154,60
156,61
541,62
158,62
162,63
723,64
310,64
166,64
169,65
451,66
170,66
178,67
2770,68
874,68
181,68
183,69
184,70
2294,71
928,71
190,71
196,72
195,72
193,72
198,73
194,73
216,74
199,74
201,75
200,75
204,76
205,77
209,78
220,79
1697,80
223,80
529,81
307,81
224,81
232,82
239,83
238,83
237,83
236,83
2202,84
248,84
241,84
